Location,Latitude,Longitude,Date,Parameter,Sample Fraction,Value,Unit,Organization
ASSUNPINK CREEK AT WINDSOR ROAD,40.21844,-74.55988,2010-12-02,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.773,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
RBA,40.27351,-74.52587,2010-08-22,Nitrate,,0.6,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
UNT Delaware River (Reeders Creek) On River Road,40.258341,-74.839359,2010-06-02,Escherichia coli,Total,100.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
SB5,40.37422,-74.793866,2010-09-18,Nitrate,,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
ASSUNPINK CREEK AT WINDSOR ROAD,40.21844,-74.55988,2010-06-07,Kjeldahl nitrogen,Dissolved,0.618,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
HA1,40.365994,-74.627397,2010-08-21,Orthophosphate,,0.33,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
DP3,40.306451,-74.667833,2010-10-17,Orthophosphate,,0.07,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
BD4,40.384418,-74.740618,2010-03-20,Nitrate,,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
HO1,40.34053,-74.74313,2010-11-20,Nitrate,,2.0,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
HA1,40.365994,-74.627397,2010-05-15,Nitrate,,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
JACOBS CREEK AT BEAR TAVERN,40.3072,-74.8338,2010-03-01,Phosphate-phosphorus,Total,0.032,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
PL1,40.270199,-74.522059,2010-03-21,Nitrate,,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Crosswicks Creek On Route 206,40.182083,-74.704457,2010-05-20,Escherichia coli,Total,740.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Pennington Rocky Hill Road,40.331617,-74.777517,2010-06-02,Escherichia coli,Total,450.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
BB1,40.318355,-74.612535,2010-08-22,Orthophosphate,,0.17,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
HL1,40.347989,-74.747183,2010-11-21,Nitrate,,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
ASSUNPINK CREEK AT WINDSOR ROAD,40.21844,-74.55988,2010-06-07,Ammonia-nitrogen,Dissolved,0.243,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-05-24,Escherichia coli,,14.0,#/100mL,Delaware River Basin Commission
BB1,40.318355,-74.612535,2011-07-17,Orthophosphate,,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-09-07,Kjeldahl nitrogen,Total,0.5831,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-07-26,Enterococcus,,500.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-06-28,Escherichia coli,,360.0,#/100mL,Delaware River Basin Commission
STONY BK AT PRINCETON NJ,40.3338,-74.6821,2011-03-28,Kjeldahl nitrogen,Dissolved,0.136,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-05-24,Escherichia coli,,14.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-06-28,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.5014,mg/L,Delaware River Basin Commission
Beden Bk trib 3 at farm preserve near Hopewell NJ,40.387345,-74.750218,2011-09-27,Kjeldahl nitrogen,Dissolved,0.499,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BK AT PRINCETON NJ,40.3338,-74.6821,2011-05-02,Ammonia-nitrogen,Dissolved,0.00984,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-09-26,Enterococcus,,350.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-09-26,Ammonia-nitrogen,Total,0.0132,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-05-24,Enterococcus,,64.0,#/100mL,Delaware River Basin Commission
SB1,40.33286,-74.69188,2011-08-19,Nitrate,,1.0,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
UNT Delaware River (Reeders Creek) On River Road,40.258341,-74.839359,2011-05-05,Escherichia coli,Total,6200.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-08-09,Escherichia coli,,650.0,#/100mL,Delaware River Basin Commission
Fiddlers Creek On Route 29,40.310788,-74.884859,2011-07-27,Escherichia coli,Total,220.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
SB4,40.33175,-74.77833,2011-04-15,Nitrate,,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Beden Bk trib 3 at farm preserve near Hopewell NJ,40.387345,-74.750218,2011-12-05,Ammonia-nitrogen,Dissolved,0.0247,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
SB4,40.33175,-74.77833,2011-05-20,Orthophosphate,,0.07,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-09-26,Orthophosphate,Total,0.0207,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-07-26,Fecal Coliform,,1800.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-08-09,Ammonia-nitrogen,Total,0.0324,mg/L,Delaware River Basin Commission
SB4,40.33175,-74.77833,2011-12-16,Nitrate,,1.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Stony Brook On Pennington Rocky Hill Road,40.331617,-74.777517,2011-06-01,Escherichia coli,Total,90.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
UNT Delaware River (Reeders Creek) On River Road,40.258341,-74.839359,2011-05-18,Escherichia coli,Total,7300.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
BD4,40.384418,-74.740618,2011-03-19,Orthophosphate,,0.07,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Peters Brook near Coopers Corner NJ,40.378707,-74.85856,2011-09-29,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.123,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Pennington Rocky Hill Road,40.331617,-74.777517,2011-08-03,Escherichia coli,Total,180.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
RBA,40.27351,-74.52587,2011-12-17,Orthophosphate,,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
STONY BK AT PRINCETON NJ,40.3338,-74.6821,2011-03-28,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,1.14,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-08-15,Fecal Coliform,,2200.0,#/100mL,Delaware River Basin Commission
SB1,40.33286,-74.69188,2011-02-18,Nitrate,,0.6,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-07-19,Enterococcus,,900.0,#/100mL,Delaware River Basin Commission
HO1,40.34053,-74.74313,2011-03-18,Nitrate,,1.6,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Peters Brook near Coopers Corner NJ,40.378707,-74.85856,2011-09-29,Phosphate-phosphorus,Dissolved,0.155,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-09-26,Fecal Coliform,,420.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-07-19,Fecal Coliform,,9.0,#/100mL,Delaware River Basin Commission
ASSUNPINK CREEK AT WINDSOR ROAD,40.21844,-74.55988,2011-01-06,Kjeldahl nitrogen,Total,0.486,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
JACOBS CREEK AT BEAR TAVERN,40.3072,-74.8338,2011-01-13,Phosphorus,Total,0.0283,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
BB1,40.318355,-74.612535,2011-02-18,Orthophosphate,,0.17,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
HA1,40.365994,-74.627397,2011-08-20,Nitrate,,1.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-07-26,Phosphate-phosphorus,Total,0.069,mg/L,Delaware River Basin Commission
DP3,40.306451,-74.667833,2011-10-15,Nitrate,,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-09-07,Ammonia-nitrogen,Total,0.0406,mg/L,Delaware River Basin Commission
BB1,40.318355,-74.612535,2011-04-15,Orthophosphate,,0.17,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-06-28,Enterococcus,,273.0,#/100mL,Delaware River Basin Commission
Peters Brook near Coopers Corner NJ,40.378707,-74.85856,2011-12-19,Phosphate-phosphorus,Total,0.0691,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-05-24,Phosphate-phosphorus,Total,0.0279,mg/L,Delaware River Basin Commission
Beden Bk trib 3 at farm preserve near Hopewell NJ,40.387345,-74.750218,2011-09-27,Phosphate-phosphorus,Total,0.214,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
HA1,40.365994,-74.627397,2011-12-17,Nitrate,,1.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Fiddlers Creek On Route 29,40.310788,-74.884859,2011-05-05,Escherichia coli,Total,60.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Fiddlers Creek On Route 29,40.310788,-74.884859,2011-05-25,Escherichia coli,Total,80.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-05-11,Kjeldahl nitrogen,Total,0.2123,mg/L,Delaware River Basin Commission
Peters Brook near Coopers Corner NJ,40.378707,-74.85856,2011-09-29,Phosphate-phosphorus,Total,0.201,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-05-11,Escherichia coli,,18.0,#/100mL,Delaware River Basin Commission
HL1,40.347989,-74.747183,2011-01-15,Orthophosphate,,0.1,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
PL1,40.270199,-74.522059,2011-11-18,Nitrate,,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
ASSUNPINK CREEK,40.20733282,-74.5498764,2011-07-08,Escherichia coli,Total,150.0,#/100mL,Monmouth County Health Department
UNT Delaware River (Reeders Creek) On River Road,40.258341,-74.839359,2011-05-25,Escherichia coli,Total,30.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-05-11,Enterococcus,,37.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-06-28,Nitrogen,Total,0.765,mg/L,Delaware River Basin Commission
DP3,40.306451,-74.667833,2011-11-19,Orthophosphate,,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
HL1,40.347989,-74.747183,2011-12-17,Orthophosphate,,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
SB4,40.33175,-74.77833,2011-01-15,Nitrate,,1.6,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-09-07,Orthophosphate,Total,0.0468,mg/L,Delaware River Basin Commission
SB4,40.33175,-74.77833,2011-09-18,Orthophosphate,,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Stony Brook On Pennington Rocky Hill Road,40.331617,-74.777517,2011-08-17,Escherichia coli,Total,480.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
STONY BK AT PRINCETON NJ,40.3338,-74.6821,2011-03-28,Phosphorus,Total,0.0424,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2011-08-17,Escherichia coli,Total,520.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
SB4,40.33175,-74.77833,2011-01-15,Orthophosphate,,0.17,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
BB1,40.318355,-74.612535,2011-06-19,Nitrate,,1.0,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-07-26,Kjeldahl nitrogen,Total,0.4269,mg/L,Delaware River Basin Commission
HA1,40.365994,-74.627397,2011-09-17,Orthophosphate,,0.13,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-08-15,Kjeldahl nitrogen,Total,0.6631,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-05-11,Nitrogen,Total,0.804,mg/L,Delaware River Basin Commission
JACOBS CREEK AT BEAR TAVERN,40.3072,-74.8338,2011-01-13,Kjeldahl nitrogen,Total,0.182,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-08-15,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.9906,mg/L,Delaware River Basin Commission
SB1,40.33286,-74.69188,2011-10-14,Nitrate,,1.0,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
ASSUNPINK CREEK,40.20733282,-74.5498764,2011-07-22,Escherichia coli,Total,350.0,#/100mL,Monmouth County Health Department
Beden Bk trib 3 at farm preserve near Hopewell NJ,40.387345,-74.750218,2011-12-05,Kjeldahl nitrogen,Dissolved,0.36,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Peters Brook near Coopers Corner NJ,40.378707,-74.85856,2011-12-19,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.322,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
HA1,40.365994,-74.627397,2011-06-18,Nitrate,,1.0,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
RBA,40.27351,-74.52587,2011-07-16,Nitrate,,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
SB2,40.352824,-74.710443,2011-10-14,Nitrate,,1.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
UNT Delaware River (Reeders Creek) On River Road,40.258341,-74.839359,2011-05-11,Escherichia coli,Total,220.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
BB1,40.318355,-74.612535,2011-03-20,Nitrate,,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
HA1,40.365994,-74.627397,2011-10-15,Nitrate,,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-05-11,Fecal Coliform,,12.0,#/100mL,Delaware River Basin Commission
HA1,40.365994,-74.627397,2011-10-15,Orthophosphate,,0.17,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
SB5,40.37422,-74.793866,2011-05-22,Nitrate,,0.3,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Peters Brook near Coopers Corner NJ,40.378707,-74.85856,2011-12-19,Phosphate-phosphorus,Dissolved,0.0493,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-06-28,Fecal Coliform,,700.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-09-26,Escherichia coli,,270.0,#/100mL,Delaware River Basin Commission
SB2,40.352824,-74.710443,2011-04-16,Nitrate,,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
RBA,40.27351,-74.52587,2011-10-15,Orthophosphate,,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-05-24,Ammonia-nitrogen,Total,0.0183,mg/L,Delaware River Basin Commission
DP3,40.306451,-74.667833,2011-01-16,Nitrate,,0.8,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
SB4,40.33175,-74.77833,2011-02-19,Nitrate,,1.0,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-07-26,Ammonia-nitrogen,Total,0.0557,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-06-21,Nitrogen,Total,0.934,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-08-09,Escherichia coli,,650.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-06-28,Orthophosphate,Total,0.0265,mg/L,Delaware River Basin Commission
HA1,40.365994,-74.627397,2011-01-15,Nitrate,,1.6,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
HO1,40.34053,-74.74313,2011-01-15,Nitrate,,2.0,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
RBA,40.27351,-74.52587,2011-12-17,Nitrate,,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
ASSUNPINK CREEK AT WINDSOR ROAD,40.21844,-74.55988,2011-01-06,Kjeldahl nitrogen,Dissolved,0.371,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-06-28,Ammonia-nitrogen,Total,0.0222,mg/L,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-09-26,Kjeldahl nitrogen,Total,0.4831,mg/L,Delaware River Basin Commission
BB1,40.318355,-74.612535,2011-12-16,Orthophosphate,,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-08-09,Orthophosphate,Total,0.0301,mg/L,Delaware River Basin Commission
Delaware River tributary 3 near Titusville NJ,40.31821,-74.904355,2011-09-14,Phosphate-phosphorus,Total,0.155,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
SB2,40.352824,-74.710443,2011-07-15,Nitrate,,1.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-06-21,Phosphate-phosphorus,Total,0.038,mg/L,Delaware River Basin Commission
HL1,40.347989,-74.747183,2011-01-15,Nitrate,,1.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-08-09,Fecal Coliform,,1000.0,#/100mL,Delaware River Basin Commission
Delaware River at Trenton,40.22032,-74.7777,2011-08-15,Escherichia coli,,4100.0,#/100mL,Delaware River Basin Commission
SB2,40.352824,-74.710443,2011-09-16,Nitrate,,1.6,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
HO3,40.361015,-74.766904,2011-10-15,Nitrate,,0.2,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
DP3,40.306451,-74.667833,2011-03-20,Nitrate,,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
STONY BK AT PRINCETON NJ,40.3338,-74.6821,2011-05-02,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.582,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
RBA,40.27351,-74.52587,2011-02-19,Nitrate,,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Stony Brook On Pennington Rocky Hill Road,40.331617,-74.777517,2011-05-18,Escherichia coli,Total,5500.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
HO1,40.34053,-74.74313,2011-12-17,Nitrate,,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-05-24,Fecal Coliform,,44.0,#/100mL,Delaware River Basin Commission
SB2,40.352824,-74.710443,2011-10-14,Orthophosphate,,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-07-19,Orthophosphate,Total,0.013,mg/L,Delaware River Basin Commission
Fiddlers Creek On Route 29,40.310788,-74.884859,2011-05-11,Escherichia coli,Total,40.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-05-11,Escherichia coli,,18.0,#/100mL,Delaware River Basin Commission
UNT Delaware River (Reeders Creek) On River Road,40.258341,-74.839359,2011-06-01,Escherichia coli,Total,130.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Delaware River at Trenton,40.22032,-74.7777,2011-08-09,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Total,0.5869,mg/L,Delaware River Basin Commission
RBA,40.27351,-74.52587,2011-08-21,Orthophosphate,,0.4,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Stony Brook On Titus Mill Road,40.349373,-74.782116,2011-07-27,Escherichia coli,Total,640.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
UNT Delaware River (Reeders Creek) On River Road,40.258341,-74.839359,2011-08-03,Escherichia coli,Total,420.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
Stony Brook On Titus Mill Road,40.349373,-74.782116,2011-05-05,Escherichia coli,Total,350.0,#/100mL,NJDEP Bureau of Freshwater and Biological Monitoring
JACOBS CREEK AT BEAR TAVERN,40.3072,-74.8338,2011-05-02,Phosphate-phosphorus,Dissolved,0.0266,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
SB4,40.33175,-74.77833,2011-06-17,Nitrate,,0.5,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Beden Bk trib 3 at farm preserve near Hopewell NJ,40.387345,-74.750218,2011-09-27,Kjeldahl nitrogen,Total,0.483,mg/L,NJDEP Bureau of Freshwater and Biological Monitoring
RBA,40.27351,-74.52587,2011-03-20,Orthophosphate,,0.17,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
RBA,40.27351,-74.52587,2011-08-21,Nitrate,,0.6,mg/L,Stony Brook-Millstone Watershed Association (Volunteer)
Delaware River at Trenton,40.22032,-74.7777,2011-08-15,Ammonia-nitrogen,Total,0.0451,mg/L,Delaware River Basin Commission
